N,P,K,temperature,humidity,ph,rainfall,label
99.0,30.0,26.0,26.09,69.38,7.13,146.81,coffee
88.0,17.0,31.0,27.11,67.08,7.17,149.12,coffee
110.0,36.0,27.0,23.16,62.53,7.14,187.63,coffee
97.0,32.0,33.0,25.82,50.87,6.66,113.14,coffee
93.0,33.0,29.0,25.03,61.99,6.09,167.44,coffee
111.0,19.0,27.0,23.36,52.59,6.29,167.27,coffee
111.0,21.0,26.0,23.92,54.85,6.95,152.73,coffee
98.0,16.0,33.0,26.65,66.86,6.62,118.27,coffee
93.0,32.0,31.0,24.21,61.78,6.86,161.41,coffee
102.0,36.0,27.0,25.25,65.11,6.43,110.16,coffee
105.0,32.0,28.0,24.12,60.86,7.41,181.94,coffee
102.0,23.0,33.0,26.16,51.07,6.15,158.93,coffee
97.0,28.0,34.0,23.53,51.73,6.48,112.66,coffee
114.0,25.0,27.0,27.62,51.06,6.68,142.12,coffee
83.0,25.0,27.0,23.1,67.05,7.16,136.8,coffee
92.0,17.0,28.0,26.33,64.71,7.19,155.98,coffee
102.0,34.0,35.0,26.6,69.73,7.27,166.23,coffee
115.0,17.0,28.0,23.5,56.7,6.87,135.7,coffee
117.0,31.0,28.0,23.54,51.37,6.97,175.52,coffee
91.0,19.0,31.0,26.08,60.28,7.16,127.49,coffee
81.0,16.0,29.0,24.67,62.35,7.28,148.9,coffee
96.0,27.0,27.0,24.59,60.34,7.04,145.68,coffee
89.0,30.0,32.0,27.87,69.57,7.11,171.45,coffee
97.0,21.0,33.0,27.57,66.98,6.31,134.4,coffee
84.0,31.0,33.0,26.11,61.33,6.32,179.58,coffee
95.0,33.0,25.0,25.23,69.9,7.2,138.74,coffee
83.0,27.0,30.0,26.96,55.55,6.48,127.16,coffee
100.0,17.0,31.0,25.29,64.37,7.19,187.77,coffee
86.0,29.0,25.0,27.28,62.71,6.81,184.15,coffee
87.0,16.0,28.0,23.43,55.43,6.95,174.55,coffee
97.0,19.0,32.0,25.61,54.48,7.37,163.58,coffee
101.0,28.0,33.0,23.61,54.11,7.35,131.08,coffee
82.0,35.0,31.0,24.34,51.86,6.11,190.71,coffee
117.0,24.0,26.0,26.37,53.19,6.11,161.23,coffee
86.0,20.0,29.0,24.06,68.51,6.82,145.92,coffee
81.0,31.0,29.0,23.76,65.49,6.77,151.03,coffee
97.0,38.0,28.0,27.68,67.03,6.77,116.61,coffee
108.0,36.0,26.0,23.98,51.89,6.92,122.41,coffee
95.0,18.0,25.0,25.1,53.61,7.19,180.2,coffee
111.0,20.0,30.0,25.41,65.14,6.69,139.95,coffee
101.0,28.0,34.0,26.34,68.05,7.04,188.57,coffee
88.0,34.0,33.0,23.27,67.47,6.98,129.24,coffee
103.0,25.0,34.0,26.87,68.05,7.25,121.9,coffee
109.0,22.0,25.0,23.17,63.97,6.97,154.78,coffee
88.0,19.0,33.0,24.14,69.67,6.93,147.32,coffee
97.0,22.0,32.0,25.94,57.37,6.91,145.52,coffee
105.0,19.0,30.0,23.78,54.94,7.16,137.52,coffee
103.0,37.0,32.0,25.52,69.04,6.91,171.55,coffee
88.0,27.0,33.0,25.92,50.44,6.92,113.44,coffee
92.0,34.0,34.0,23.74,50.41,7.23,125.73,coffee
105.0,26.0,30.0,24.27,61.44,6.32,179.46,coffee
